Index,Text,Label
3631,Falling in love all over again.,2
3632,Falling in love all over again.,2
3633,This is infuriating!,3
3634,Love makes everything better.,2
3635,What a pleasant surprise!,5
3636,Everything is just perfect.,1
3637,Today is an amazing day!,1
3638,My heart is so full of love.,2
3639,How can people be so inconsiderate?,3
3640,All I feel is emptiness.,0
3641,I'm so scared right now.,4
3642,What a shock!,5
3643,"Wow, I didn't see that coming!",5
3644,Everything is just perfect.,1
3645,Happiness is all around!,1
3646,All I feel is emptiness.,0
3647,Surprised in the best way possible!,5
3648,I'm feeling low.,0
3649,The fear is overwhelming.,4
3650,You complete me.,2
3651,I'm about to explode with anger.,3
3652,Today is an amazing day!,1
3653,Happiness is all around!,1
3654,"I can't breathe, I'm so scared.",4
3655,Love is the best feeling.,2
3656,I can't stop crying.,0
3657,Love is the best feeling.,2
3658,Totally caught off guard by this!,5
3659,I'm so scared right now.,4
3660,Feeling so down today.,0
3661,Love makes everything better.,2
3662,You complete me.,2
3663,Life is beautiful!,1
3664,This is my worst nightmare.,4
3665,Totally caught off guard by this!,5
3666,This is completely unexpected!,5
3667,I'm so frustrated right now!,3
3668,Love is all we need.,2
3669,Feeling so down today.,0
3670,This is completely unexpected!,5
3671,Fear is taking over me.,4
3672,This is beyond frustrating.,3
3673,Love makes everything better.,2
3674,You complete me.,2
3675,Happiness is all around!,1
3676,Life just feels so unfair right now.,0
3677,"I don't know what to do, I'm so afraid.",4
3678,I love you more than words can say.,2
3679,This is beyond frustrating.,3
3680,This is terrifying!,4
3681,I'm about to explode with anger.,3
3682,Surprised in the best way possible!,5
3683,Love makes everything better.,2
3684,Fear is taking over me.,4
3685,Today is an amazing day!,1
3686,All I feel is emptiness.,0
3687,I'm so frustrated right now!,3
3688,Totally caught off guard by this!,5
3689,Love is all we need.,2
3690,So angry I could scream!,3
3691,I love you more than words can say.,2
3692,How can people be so inconsiderate?,3
3693,Love makes everything better.,2
3694,I love you more than words can say.,2
3695,You complete me.,2
3696,Life is beautiful!,1
3697,What a shock!,5
3698,What a shock!,5
3699,Why does everything feel so hopeless?,0
3700,I am so happy right now!,1
3701,This is absolutely unacceptable!,3
3702,What a shock!,5
3703,Everything feels grey today.,0
3704,You complete me.,2
3705,The fear is overwhelming.,4
3706,How can people be so inconsiderate?,3
3707,I can't believe this just happened!,5
3708,"I don't know what to do, I'm so afraid.",4
3709,What a pleasant surprise!,5
3710,How can people be so inconsiderate?,3
3711,People are just the worst sometimes!,3
3712,I feel blessed!,1
3713,Life is beautiful!,1
3714,I can't believe this is happening!,3
3715,"I don't know what to do, I'm so afraid.",4
3716,The fear is overwhelming.,4
3717,I'm so frustrated right now!,3
3718,Why does fear control me like this?,4
3719,This has blown my mind!,5
3720,My heart skips a beat every time I see you.,2
3721,I can't imagine life without you.,2
3722,Things never go my way.,0
3723,You complete me.,2
3724,Things never go my way.,0
3725,You mean the world to me.,2
3726,Love makes everything better.,2
3727,You complete me.,2
3728,Can't stop smiling today!,1
3729,Why does fear control me like this?,4
3730,I wish I could escape this sadness.,0
3731,I am so happy right now!,1
3732,This is infuriating!,3
3733,People are just the worst sometimes!,3
3734,Fear is taking over me.,4
3735,Love is all we need.,2
3736,I wish I could escape this sadness.,0
3737,I can't stop shaking from fear.,4
3738,I can't stop crying.,0
3739,I wish I could escape this sadness.,0
3740,"I can't breathe, I'm so scared.",4
3741,Falling in love all over again.,2
3742,How can people be so inconsiderate?,3
3743,I'm so frustrated right now!,3
3744,I'm so scared right now.,4
3745,Happiness is all around!,1
3746,Love makes everything better.,2
3747,People are just the worst sometimes!,3
3748,I'm so frustrated right now!,3
3749,Can't stop smiling today!,1
3750,I'm speechless from this surprise!,5
3751,All I feel is emptiness.,0
3752,Missing those happy times.,0
3753,Today is an amazing day!,1
3754,This is completely unexpected!,5
3755,Today is an amazing day!,1
3756,I can't believe this just happened!,5
3757,Happiness is all around!,1
3758,I never expected this outcome!,5
3759,Happiness is all around!,1
3760,Missing those happy times.,0
3761,Missing those happy times.,0
3762,I'm about to explode with anger.,3
3763,Why does everything feel so hopeless?,0
3764,Love is the best feeling.,2
3765,How can people be so inconsiderate?,3
3766,"Wow, I didn't see that coming!",5
3767,The fear is overwhelming.,4
3768,Why does everything feel so hopeless?,0
3769,Feeling so down today.,0
3770,I feel blessed!,1
3771,You mean the world to me.,2
3772,This is infuriating!,3
3773,I can't imagine life without you.,2
3774,I love you more than words can say.,2
3775,Can't stop smiling today!,1
3776,This is infuriating!,3
3777,How can people be so inconsiderate?,3
3778,I never expected this outcome!,5
3779,I never expected this outcome!,5
3780,I'm feeling low.,0
3781,What a pleasant surprise!,5
3782,This is infuriating!,3
3783,I'm speechless from this surprise!,5
3784,Love is all we need.,2
3785,So angry I could scream!,3
3786,People are just the worst sometimes!,3
3787,"I don't know what to do, I'm so afraid.",4
3788,This is absolutely unacceptable!,3
3789,This is absolutely unacceptable!,3
3790,Surprised in the best way possible!,5
3791,I'm about to explode with anger.,3
3792,You mean the world to me.,2
3793,I'm so scared right now.,4
3794,Can't stop smiling today!,1
3795,Why does fear control me like this?,4
3796,I can't believe this just happened!,5
3797,What a wonderful day!,1
3798,Why does fear control me like this?,4
3799,I'm so frustrated right now!,3
3800,Fear is taking over me.,4
3801,I can't stop shaking from fear.,4
3802,I'm so frustrated right now!,3
3803,"Wow, I didn't see that coming!",5
3804,What a wonderful day!,1
3805,I can't stop crying.,0
3806,Things never go my way.,0
3807,Surprised in the best way possible!,5
3808,You mean the world to me.,2
3809,Everything is just perfect.,1
3810,I feel blessed!,1
3811,Love is the best feeling.,2
3812,This has blown my mind!,5
3813,Love is all we need.,2
3814,I can't believe this is happening!,3
3815,This is completely unexpected!,5
3816,People are just the worst sometimes!,3
3817,I'm frozen in fear.,4
3818,Life just feels so unfair right now.,0
3819,I am so happy right now!,1
3820,I wish I could escape this sadness.,0
3821,I can't stop crying.,0
3822,This is infuriating!,3
3823,I love you more than words can say.,2
3824,I'm speechless from this surprise!,5
3825,Falling in love all over again.,2
3826,What a pleasant surprise!,5
3827,Totally caught off guard by this!,5
3828,I wish I could escape this sadness.,0
3829,I'm so scared right now.,4
3830,I'm feeling low.,0
3831,This is my worst nightmare.,4
3832,You complete me.,2
3833,How can people be so inconsiderate?,3
3834,I'm frozen in fear.,4
3835,Fear is taking over me.,4
3836,I am so happy right now!,1
3837,Why does fear control me like this?,4
3838,I never expected this outcome!,5
3839,People are just the worst sometimes!,3
3840,I wish I could escape this sadness.,0
3841,I can't believe this just happened!,5
3842,I can't believe this is happening!,3
3843,Life is beautiful!,1
3844,How can people be so inconsiderate?,3
3845,The fear is overwhelming.,4
3846,Everything is just perfect.,1
3847,Missing those happy times.,0
3848,So angry I could scream!,3
3849,Things never go my way.,0
3850,You complete me.,2
3851,So angry I could scream!,3
3852,Feeling on top of the world!,1
3853,I'm so grateful for everything!,1
3854,All I feel is emptiness.,0
3855,You mean the world to me.,2
3856,Things never go my way.,0
3857,Today is an amazing day!,1
3858,Feeling so down today.,0
3859,This is infuriating!,3
3860,My heart is so full of love.,2
3861,I can't stop shaking from fear.,4
3862,This is infuriating!,3
3863,So angry I could scream!,3
3864,This has blown my mind!,5
3865,Happiness is all around!,1
3866,Can't stop smiling today!,1
3867,My heart is so full of love.,2
3868,"I don't know what to do, I'm so afraid.",4
3869,The fear is overwhelming.,4
3870,Love is the best feeling.,2
3871,Happiness is all around!,1
3872,All I feel is emptiness.,0
3873,Feeling on top of the world!,1
3874,I'm frozen in fear.,4
3875,I love you more than words can say.,2
3876,I'm so frustrated right now!,3
3877,Surprised in the best way possible!,5
3878,Why does fear control me like this?,4
3879,I can't stop shaking from fear.,4
3880,This is my worst nightmare.,4
3881,Can't stop smiling today!,1
3882,Things never go my way.,0
3883,Why does fear control me like this?,4
3884,Today is an amazing day!,1
3885,Feeling so down today.,0
3886,I am so happy right now!,1
3887,I'm speechless from this surprise!,5
3888,My heart is so full of love.,2
3889,I'm so scared right now.,4
3890,Feeling so down today.,0
3891,Feeling on top of the world!,1
3892,Things never go my way.,0
3893,I'm so grateful for everything!,1
3894,I'm so grateful for everything!,1
3895,My heart skips a beat every time I see you.,2
3896,Love is all we need.,2
3897,Surprised in the best way possible!,5
3898,I'm so grateful for everything!,1
3899,I'm feeling low.,0
3900,I love you more than words can say.,2
3901,I'm so grateful for everything!,1
3902,The fear is overwhelming.,4
3903,Fear is taking over me.,4
3904,Love is all we need.,2
3905,I never expected this outcome!,5
3906,I wish I could escape this sadness.,0
3907,I'm so frustrated right now!,3
3908,This is my worst nightmare.,4
3909,"I don't know what to do, I'm so afraid.",4
3910,This is my worst nightmare.,4
3911,What a wonderful day!,1
3912,"I can't breathe, I'm so scared.",4
3913,You mean the world to me.,2
3914,Missing those happy times.,0
3915,I'm feeling low.,0
3916,Surprised in the best way possible!,5
3917,Missing those happy times.,0
3918,All I feel is emptiness.,0
3919,I'm frozen in fear.,4
3920,This is my worst nightmare.,4
3921,This is infuriating!,3
3922,I can't believe this just happened!,5
3923,Surprised in the best way possible!,5
3924,Totally caught off guard by this!,5
3925,So angry I could scream!,3
3926,Life just feels so unfair right now.,0
3927,What a wonderful day!,1
3928,Love is the best feeling.,2
3929,I'm so scared right now.,4
3930,Love is all we need.,2
3931,Feeling so down today.,0
3932,This is absolutely unacceptable!,3
3933,This is infuriating!,3
3934,Everything feels grey today.,0
3935,I can't imagine life without you.,2
3936,I can't believe this just happened!,5
3937,Fear is taking over me.,4
3938,I can't stop crying.,0
3939,This is absolutely unacceptable!,3
3940,You mean the world to me.,2
3941,All I feel is emptiness.,0
3942,I feel blessed!,1
3943,I can't stop crying.,0
3944,Falling in love all over again.,2
3945,I never expected this outcome!,5
3946,Totally caught off guard by this!,5
3947,This is completely unexpected!,5
3948,My heart skips a beat every time I see you.,2
3949,I can't imagine life without you.,2
3950,I'm so frustrated right now!,3
3951,Feeling so down today.,0
3952,All I feel is emptiness.,0
3953,Surprised in the best way possible!,5
3954,I wish I could escape this sadness.,0
3955,I can't stop crying.,0
3956,You complete me.,2
3957,I love you more than words can say.,2
3958,I can't imagine life without you.,2
3959,I can't believe this just happened!,5
3960,You mean the world to me.,2
3961,The fear is overwhelming.,4
3962,I'm about to explode with anger.,3
3963,This is absolutely unacceptable!,3
3964,This has blown my mind!,5
3965,I'm so scared right now.,4
3966,I feel blessed!,1
3967,This is terrifying!,4
3968,Missing those happy times.,0
3969,This is absolutely unacceptable!,3
3970,This is terrifying!,4
3971,I can't stop crying.,0
3972,Happiness is all around!,1
3973,I'm so grateful for everything!,1
3974,I'm so scared right now.,4
3975,I can't believe this is happening!,3
3976,I'm frozen in fear.,4
3977,Totally caught off guard by this!,5
3978,I'm about to explode with anger.,3
3979,How can people be so inconsiderate?,3
3980,Feeling on top of the world!,1
3981,Totally caught off guard by this!,5
3982,I can't take this anymore!,3
3983,You mean the world to me.,2
3984,This is absolutely unacceptable!,3
3985,Feeling on top of the world!,1
3986,Fear is taking over me.,4
3987,Today is an amazing day!,1
3988,People are just the worst sometimes!,3
3989,This is completely unexpected!,5
3990,I can't believe this is happening!,3
3991,I'm so scared right now.,4
3992,Love makes everything better.,2
3993,Love is the best feeling.,2
3994,"I can't breathe, I'm so scared.",4
3995,My heart is so full of love.,2
3996,I'm so frustrated right now!,3
3997,All I feel is emptiness.,0
3998,Things never go my way.,0
3999,Love is the best feeling.,2
4000,This is my worst nightmare.,4
4001,Things never go my way.,0
4002,I'm so frustrated right now!,3
4003,So angry I could scream!,3
4004,This is infuriating!,3
4005,Life is beautiful!,1
4006,How can people be so inconsiderate?,3
4007,Love is all we need.,2
4008,People are just the worst sometimes!,3
4009,My heart skips a beat every time I see you.,2
4010,I feel blessed!,1
4011,Why does fear control me like this?,4
4012,Things never go my way.,0
4013,I'm so frustrated right now!,3
4014,Love is all we need.,2
4015,This is absolutely unacceptable!,3
4016,I can't stop shaking from fear.,4
4017,Everything feels grey today.,0
4018,Happiness is all around!,1
4019,I can't take this anymore!,3
4020,I wish I could escape this sadness.,0
4021,Can't stop smiling today!,1
4022,"I don't know what to do, I'm so afraid.",4
4023,Love makes everything better.,2
4024,Love is all we need.,2
4025,This has blown my mind!,5
4026,I can't believe this just happened!,5
4027,I can't take this anymore!,3
4028,I'm feeling low.,0
4029,I'm so grateful for everything!,1
4030,People are just the worst sometimes!,3
4031,Today is an amazing day!,1
4032,"I don't know what to do, I'm so afraid.",4
4033,Why does fear control me like this?,4
4034,This is completely unexpected!,5
4035,Surprised in the best way possible!,5
4036,What a pleasant surprise!,5
4037,All I feel is emptiness.,0
4038,I can't take this anymore!,3
4039,You mean the world to me.,2
4040,Feeling on top of the world!,1
4041,Why does fear control me like this?,4
4042,Missing those happy times.,0
4043,I'm so frustrated right now!,3
4044,This is beyond frustrating.,3
4045,I'm speechless from this surprise!,5
4046,Things never go my way.,0
4047,Feeling on top of the world!,1
4048,What a shock!,5
4049,Feeling so down today.,0
4050,Life is beautiful!,1
4051,My heart skips a beat every time I see you.,2
4052,All I feel is emptiness.,0
4053,So angry I could scream!,3
4054,What a pleasant surprise!,5
4055,I'm so grateful for everything!,1
4056,People are just the worst sometimes!,3
4057,So angry I could scream!,3
4058,Life is beautiful!,1
4059,Love is the best feeling.,2
4060,Can't stop smiling today!,1
4061,"Wow, I didn't see that coming!",5
4062,I am so happy right now!,1
4063,I feel blessed!,1
4064,This is my worst nightmare.,4
4065,People are just the worst sometimes!,3
4066,I'm speechless from this surprise!,5
4067,I can't stop crying.,0
4068,This is beyond frustrating.,3
4069,I can't believe this just happened!,5
4070,People are just the worst sometimes!,3
4071,I can't believe this just happened!,5
4072,This is terrifying!,4
4073,This is completely unexpected!,5
4074,I'm feeling low.,0
4075,I'm frozen in fear.,4
4076,Feeling so down today.,0
4077,I'm frozen in fear.,4
4078,Surprised in the best way possible!,5
4079,Feeling so down today.,0
4080,This has blown my mind!,5
4081,I can't take this anymore!,3
4082,"I don't know what to do, I'm so afraid.",4
4083,I can't take this anymore!,3
4084,Why does everything feel so hopeless?,0
4085,Fear is taking over me.,4
4086,Falling in love all over again.,2
4087,I feel blessed!,1
4088,So angry I could scream!,3
4089,Totally caught off guard by this!,5
4090,I can't take this anymore!,3
4091,My heart skips a beat every time I see you.,2
4092,I never expected this outcome!,5
4093,This is infuriating!,3
4094,"I can't breathe, I'm so scared.",4
4095,I'm frozen in fear.,4
4096,This is absolutely unacceptable!,3
4097,What a wonderful day!,1
4098,I'm feeling low.,0
4099,How can people be so inconsiderate?,3
4100,All I feel is emptiness.,0
4101,Missing those happy times.,0
4102,This is completely unexpected!,5
4103,I can't imagine life without you.,2
4104,Surprised in the best way possible!,5
4105,My heart is so full of love.,2
4106,Totally caught off guard by this!,5
4107,I'm so scared right now.,4
4108,This is terrifying!,4
4109,Love is the best feeling.,2
4110,You mean the world to me.,2
4111,Love makes everything better.,2
4112,You complete me.,2
4113,Why does everything feel so hopeless?,0
4114,I feel blessed!,1
4115,This has blown my mind!,5
4116,Love is the best feeling.,2
4117,You complete me.,2
4118,You complete me.,2
4119,I feel blessed!,1
4120,I'm so frustrated right now!,3
4121,I feel blessed!,1
4122,Love is all we need.,2
4123,Surprised in the best way possible!,5
4124,"Wow, I didn't see that coming!",5
4125,I love you more than words can say.,2
4126,I'm speechless from this surprise!,5
4127,I'm frozen in fear.,4
4128,You mean the world to me.,2
4129,My heart is so full of love.,2
4130,I love you more than words can say.,2
4131,I can't take this anymore!,3
4132,Everything is just perfect.,1
4133,I feel blessed!,1
4134,"Wow, I didn't see that coming!",5
4135,I never expected this outcome!,5
4136,I wish I could escape this sadness.,0
4137,This is absolutely unacceptable!,3
4138,You complete me.,2
4139,Feeling so down today.,0
4140,Happiness is all around!,1
4141,Can't stop smiling today!,1
4142,So angry I could scream!,3
4143,All I feel is emptiness.,0
4144,Totally caught off guard by this!,5
4145,This is my worst nightmare.,4
4146,I can't believe this is happening!,3
4147,My heart is so full of love.,2
4148,Fear is taking over me.,4
4149,What a pleasant surprise!,5
4150,I can't believe this is happening!,3
4151,My heart skips a beat every time I see you.,2
4152,Can't stop smiling today!,1
4153,I'm so grateful for everything!,1
4154,I'm so frustrated right now!,3
4155,I'm frozen in fear.,4
4156,"I don't know what to do, I'm so afraid.",4
4157,I'm speechless from this surprise!,5
4158,I love you more than words can say.,2
4159,I can't believe this is happening!,3
4160,My heart is so full of love.,2
4161,This is my worst nightmare.,4
4162,How can people be so inconsiderate?,3
4163,"Wow, I didn't see that coming!",5
4164,Things never go my way.,0
4165,This is terrifying!,4
4166,What a wonderful day!,1
4167,I love you more than words can say.,2
4168,Life is beautiful!,1
4169,I can't believe this just happened!,5
4170,Feeling so down today.,0
4171,"Wow, I didn't see that coming!",5
4172,This is beyond frustrating.,3
4173,My heart skips a beat every time I see you.,2
4174,Things never go my way.,0
4175,This has blown my mind!,5
4176,I love you more than words can say.,2
4177,I'm so scared right now.,4
4178,This is absolutely unacceptable!,3
4179,Why does everything feel so hopeless?,0
4180,The fear is overwhelming.,4
4181,I am so happy right now!,1
4182,Why does fear control me like this?,4
4183,I'm frozen in fear.,4
4184,Life just feels so unfair right now.,0
4185,This is absolutely unacceptable!,3
4186,I can't stop crying.,0
4187,What a pleasant surprise!,5
4188,"Wow, I didn't see that coming!",5
4189,Falling in love all over again.,2
4190,"I can't breathe, I'm so scared.",4
4191,I can't imagine life without you.,2
4192,I'm frozen in fear.,4
4193,"I don't know what to do, I'm so afraid.",4
4194,Feeling on top of the world!,1
4195,Love is all we need.,2
4196,Missing those happy times.,0
4197,Today is an amazing day!,1
4198,I feel blessed!,1
4199,My heart is so full of love.,2
4200,I love you more than words can say.,2
4201,This is infuriating!,3
4202,The fear is overwhelming.,4
4203,People are just the worst sometimes!,3
4204,Surprised in the best way possible!,5
4205,Life just feels so unfair right now.,0
4206,The fear is overwhelming.,4
4207,I wish I could escape this sadness.,0
4208,You complete me.,2
4209,Life is beautiful!,1
4210,Everything feels grey today.,0
4211,What a pleasant surprise!,5
4212,Today is an amazing day!,1
4213,Life just feels so unfair right now.,0
4214,Love is the best feeling.,2
4215,I never expected this outcome!,5
4216,Feeling on top of the world!,1
4217,Life just feels so unfair right now.,0
4218,"I don't know what to do, I'm so afraid.",4
4219,I can't stop shaking from fear.,4
4220,What a wonderful day!,1
4221,This is my worst nightmare.,4
4222,I wish I could escape this sadness.,0
4223,I am so happy right now!,1
4224,Love is the best feeling.,2
4225,I am so happy right now!,1
4226,I'm about to explode with anger.,3
4227,Feeling so down today.,0
4228,This is completely unexpected!,5
4229,I am so happy right now!,1
4230,My heart skips a beat every time I see you.,2
4231,I can't believe this is happening!,3
4232,This is infuriating!,3
4233,I'm frozen in fear.,4
4234,I can't imagine life without you.,2
4235,Love is all we need.,2
4236,You mean the world to me.,2
4237,How can people be so inconsiderate?,3
4238,Falling in love all over again.,2
4239,All I feel is emptiness.,0
4240,This is completely unexpected!,5
4241,What a wonderful day!,1
4242,How can people be so inconsiderate?,3
4243,People are just the worst sometimes!,3
4244,"Wow, I didn't see that coming!",5
4245,You complete me.,2
4246,I can't believe this is happening!,3
4247,Fear is taking over me.,4
4248,I can't stop shaking from fear.,4
4249,Can't stop smiling today!,1
4250,This is my worst nightmare.,4
4251,I never expected this outcome!,5
4252,Things never go my way.,0
4253,Love is the best feeling.,2
4254,My heart skips a beat every time I see you.,2
4255,I can't believe this is happening!,3
4256,Love is all we need.,2
4257,I am so happy right now!,1
4258,This has blown my mind!,5
4259,So angry I could scream!,3
4260,I'm so grateful for everything!,1
4261,I'm feeling low.,0
4262,I can't believe this is happening!,3
4263,Missing those happy times.,0
4264,You mean the world to me.,2
4265,Today is an amazing day!,1
4266,I feel blessed!,1
4267,You complete me.,2
4268,My heart is so full of love.,2
4269,I wish I could escape this sadness.,0
4270,This is my worst nightmare.,4
4271,Everything is just perfect.,1
4272,Falling in love all over again.,2
4273,This has blown my mind!,5
4274,Things never go my way.,0
4275,What a pleasant surprise!,5
4276,I am so happy right now!,1
4277,This has blown my mind!,5
4278,I can't stop crying.,0
4279,I'm so scared right now.,4
4280,The fear is overwhelming.,4
4281,Life just feels so unfair right now.,0
4282,This is completely unexpected!,5
4283,Love is all we need.,2
4284,All I feel is emptiness.,0
4285,This is my worst nightmare.,4
4286,All I feel is emptiness.,0
4287,Things never go my way.,0
4288,How can people be so inconsiderate?,3
4289,Love is all we need.,2
4290,You mean the world to me.,2
4291,Can't stop smiling today!,1
4292,Life is beautiful!,1
4293,Life is beautiful!,1
4294,All I feel is emptiness.,0
4295,I wish I could escape this sadness.,0
4296,I can't believe this just happened!,5
4297,This is beyond frustrating.,3
4298,My heart is so full of love.,2
4299,My heart is so full of love.,2
4300,I can't believe this just happened!,5
4301,Life just feels so unfair right now.,0
4302,"I can't breathe, I'm so scared.",4
4303,I'm so frustrated right now!,3
4304,You mean the world to me.,2
4305,What a pleasant surprise!,5
4306,I can't believe this is happening!,3
4307,Everything is just perfect.,1
4308,Everything is just perfect.,1
4309,Falling in love all over again.,2
4310,You mean the world to me.,2
4311,The fear is overwhelming.,4
4312,I'm about to explode with anger.,3
4313,How can people be so inconsiderate?,3
4314,Love is all we need.,2
4315,Love is all we need.,2
4316,My heart skips a beat every time I see you.,2
4317,Surprised in the best way possible!,5
4318,Things never go my way.,0
4319,I'm so frustrated right now!,3
4320,I'm about to explode with anger.,3
4321,I'm feeling low.,0
4322,I'm so scared right now.,4
4323,Why does fear control me like this?,4
4324,Missing those happy times.,0
4325,What a pleasant surprise!,5
4326,"I don't know what to do, I'm so afraid.",4
4327,I can't believe this is happening!,3
4328,The fear is overwhelming.,4
4329,Today is an amazing day!,1
4330,I love you more than words can say.,2
4331,All I feel is emptiness.,0
4332,I wish I could escape this sadness.,0
4333,I am so happy right now!,1
4334,I'm so grateful for everything!,1
4335,Things never go my way.,0
4336,Love makes everything better.,2
4337,Everything is just perfect.,1
4338,I can't imagine life without you.,2
4339,I can't take this anymore!,3
4340,This is completely unexpected!,5
4341,What a wonderful day!,1
4342,I'm speechless from this surprise!,5
4343,I can't stop crying.,0
4344,Everything is just perfect.,1
4345,Everything feels grey today.,0
4346,You mean the world to me.,2
4347,I can't take this anymore!,3
4348,Totally caught off guard by this!,5
4349,People are just the worst sometimes!,3
4350,Everything is just perfect.,1
4351,Love is the best feeling.,2
4352,The fear is overwhelming.,4
4353,Feeling on top of the world!,1
4354,This is absolutely unacceptable!,3
4355,This is completely unexpected!,5
4356,This is terrifying!,4
4357,All I feel is emptiness.,0
4358,Feeling on top of the world!,1
4359,This is absolutely unacceptable!,3
4360,You complete me.,2
4361,Life just feels so unfair right now.,0
4362,So angry I could scream!,3
4363,All I feel is emptiness.,0
4364,I can't take this anymore!,3
4365,How can people be so inconsiderate?,3
4366,Feeling on top of the world!,1
4367,This has blown my mind!,5
4368,What a pleasant surprise!,5
4369,Feeling so down today.,0
4370,Today is an amazing day!,1
4371,I can't believe this is happening!,3
4372,"I can't breathe, I'm so scared.",4
4373,Missing those happy times.,0
4374,This is infuriating!,3
4375,Feeling on top of the world!,1
4376,I'm so scared right now.,4
4377,This is terrifying!,4
4378,I love you more than words can say.,2
4379,Totally caught off guard by this!,5
4380,Everything feels grey today.,0
4381,This is beyond frustrating.,3
4382,This is my worst nightmare.,4
4383,I'm so grateful for everything!,1
4384,Love makes everything better.,2
4385,Feeling on top of the world!,1
4386,I am so happy right now!,1
4387,I am so happy right now!,1
4388,"I don't know what to do, I'm so afraid.",4
4389,All I feel is emptiness.,0
4390,I never expected this outcome!,5
4391,I wish I could escape this sadness.,0
4392,Everything is just perfect.,1
4393,I can't believe this just happened!,5
4394,I can't believe this is happening!,3
4395,Why does fear control me like this?,4
4396,This is terrifying!,4
4397,Love is the best feeling.,2
4398,Things never go my way.,0
4399,I love you more than words can say.,2
4400,Things never go my way.,0
4401,My heart skips a beat every time I see you.,2
4402,This is infuriating!,3
4403,Why does everything feel so hopeless?,0
4404,I can't stop crying.,0
4405,Feeling on top of the world!,1
4406,Love is all we need.,2
4407,I wish I could escape this sadness.,0
4408,People are just the worst sometimes!,3
4409,Can't stop smiling today!,1
4410,I can't imagine life without you.,2
4411,Today is an amazing day!,1
4412,Life just feels so unfair right now.,0
4413,Life just feels so unfair right now.,0
4414,What a shock!,5
4415,I'm speechless from this surprise!,5
4416,This is absolutely unacceptable!,3
4417,Life is beautiful!,1
4418,I never expected this outcome!,5
4419,I'm about to explode with anger.,3
4420,Everything is just perfect.,1
4421,This is infuriating!,3
4422,My heart skips a beat every time I see you.,2
4423,I can't believe this just happened!,5
4424,I can't believe this just happened!,5
4425,So angry I could scream!,3
4426,Can't stop smiling today!,1
4427,This is completely unexpected!,5
4428,People are just the worst sometimes!,3
4429,Why does everything feel so hopeless?,0
4430,"Wow, I didn't see that coming!",5
4431,Why does fear control me like this?,4
4432,This is terrifying!,4
4433,I'm so grateful for everything!,1
4434,Totally caught off guard by this!,5
4435,Life just feels so unfair right now.,0
4436,Fear is taking over me.,4
4437,"I can't breathe, I'm so scared.",4
4438,Things never go my way.,0
4439,Surprised in the best way possible!,5
4440,Everything is just perfect.,1
4441,This is my worst nightmare.,4
4442,You complete me.,2
4443,I'm about to explode with anger.,3
4444,This is terrifying!,4
4445,Happiness is all around!,1
4446,My heart is so full of love.,2
4447,Love makes everything better.,2
4448,You complete me.,2
4449,Today is an amazing day!,1
4450,All I feel is emptiness.,0
4451,I feel blessed!,1
4452,Everything feels grey today.,0
4453,You mean the world to me.,2
4454,My heart skips a beat every time I see you.,2
4455,"I can't breathe, I'm so scared.",4
4456,Life is beautiful!,1
4457,This is my worst nightmare.,4
4458,This is infuriating!,3
4459,This is absolutely unacceptable!,3
4460,This is terrifying!,4
4461,My heart is so full of love.,2
4462,I love you more than words can say.,2
4463,So angry I could scream!,3
4464,I wish I could escape this sadness.,0
4465,Why does fear control me like this?,4
4466,I can't stop shaking from fear.,4
4467,What a shock!,5
4468,This is absolutely unacceptable!,3
4469,Why does everything feel so hopeless?,0
4470,I'm so frustrated right now!,3
4471,I am so happy right now!,1
4472,Life just feels so unfair right now.,0
4473,Today is an amazing day!,1
4474,What a wonderful day!,1
4475,I can't stop shaking from fear.,4
4476,Everything feels grey today.,0
4477,I can't believe this is happening!,3
4478,Today is an amazing day!,1
4479,I wish I could escape this sadness.,0
4480,"I can't breathe, I'm so scared.",4
4481,I can't stop crying.,0
4482,I'm so scared right now.,4
4483,People are just the worst sometimes!,3
4484,What a pleasant surprise!,5
4485,I wish I could escape this sadness.,0
4486,I never expected this outcome!,5
4487,This has blown my mind!,5
4488,The fear is overwhelming.,4
4489,You mean the world to me.,2
4490,Surprised in the best way possible!,5
4491,How can people be so inconsiderate?,3
4492,Totally caught off guard by this!,5
4493,Love is the best feeling.,2
4494,Why does fear control me like this?,4
4495,I'm frozen in fear.,4
4496,I'm about to explode with anger.,3
4497,Everything feels grey today.,0
4498,Everything feels grey today.,0
4499,Totally caught off guard by this!,5
4500,"Wow, I didn't see that coming!",5
4501,Can't stop smiling today!,1
4502,Everything feels grey today.,0
4503,My heart is so full of love.,2
4504,What a wonderful day!,1
4505,Missing those happy times.,0
4506,Why does fear control me like this?,4
4507,I can't stop shaking from fear.,4
4508,Life just feels so unfair right now.,0
4509,Can't stop smiling today!,1
4510,This is absolutely unacceptable!,3
4511,This is absolutely unacceptable!,3
4512,Love is all we need.,2
4513,Why does everything feel so hopeless?,0
4514,"Wow, I didn't see that coming!",5
4515,Falling in love all over again.,2
4516,What a shock!,5
4517,My heart skips a beat every time I see you.,2
4518,Why does everything feel so hopeless?,0
4519,I can't imagine life without you.,2
4520,Falling in love all over again.,2
4521,People are just the worst sometimes!,3
4522,I feel blessed!,1
4523,I'm feeling low.,0
4524,People are just the worst sometimes!,3
